Population;Cycle;Group;Hatch_Date;Data_Date;Age_Days;Indv_Weight;Mean_Length;Length StdDev;Length CoeffVar;Min Length;Max Length;Mean_Width;Width StdDev;Width CoeffVar;Min Width;Max Width;Mean_Area;Area StdDev;Area CoeffVar;Mean_L/W Ratio;L/W Ratio StdDev;L/W Ratio CoeffVar;Min L/W Ratio;Max L/W Ratio;Mean_Circularity;Min Circularity;Max Circularity;Greyness_I-Mean;Instar;Note;;;;;;;;;;;;;;;;;;
P;C1;P1;2023-02-01;2023-03-06;33;0.1275;18.5;;;;;5;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
P;C1;P1;2023-02-01;2023-03-06;33;0.1275;19;;;;;5.2;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
P;C1;P1;2023-02-01;2023-03-06;33;0.1325;18;;;;;5.1;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-15;6;0.0078;4.8;;;;;1.5;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-15;6;0.0072;7;;;;;1.9;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-15;6;0.0078;6.3;;;;;1.8;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-15;6;0.0069;7.6;;;;;2.1;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-15;6;0.0078;6.5;;;;;2.2;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-15;6;0.0074;7;;;;;2;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-15;6;0.0077;6.8;;;;;1.8;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-15;6;0.0076;6.5;;;;;2.3;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-15;6;0.007;7.4;;;;;2.1;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-16;7;0.0145;10.5;;;;;2.5;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-16;7;0.0127;9.5;;;;;2.4;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-16;7;0.0135;8.5;;;;;2.3;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-16;7;0.0132;9;;;;;2.1;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-16;7;0.0131;9.5;;;;;2.4;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-16;7;0.0142;9;;;;;2.2;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-16;7;0.0162;10;;;;;2.7;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-17;8;0.0244;10.5;;;;;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-20;11;0.073;16;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-20;11;0.083;15.3;;;;;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-20;11;0.081;16.5;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-20;11;0.079;15.2;;;;;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-20;11;0.072;14.5;;;;;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-20;11;0.081;14.3;;;;;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-22;13;0.092;14.6;;;;;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-22;13;0.0815;15.3;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-22;13;0.0665;14.6;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-22;13;0.0925;15;;;;;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-22;13;0.084;16;;;;;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-22;13;0.069;15;;;;;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-24;15;0.1555;18;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-24;15;0.1425;20;;;;;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-24;15;0.1435;19.2;;;;;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-24;15;0.1665;20.8;;;;;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-24;15;0.156;19.1;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-24;15;0.1455;18.2;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-28;19;0.1685;21;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-28;19;0.165;20;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-02-28;19;0.173;19.8;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-28;19;0.1825;19.5;;;;;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-28;19;0.176;20.5;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-02-28;19;0.1625;20.5;;;;;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-01;20;0.19;21;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-01;20;0.174;21;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-01;20;0.1845;22;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-01;20;0.1945;21.5;;;;;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-01;20;0.1755;22.8;;;;;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-01;20;0.172;19;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-03;22;0.1815;19;;;;;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-03;22;0.1995;22;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-03;22;0.201;22.5;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-03;22;0.2105;21.5;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-03;22;0.186;10.5;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-03;22;0.196;22.8;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-06;25;0.1675;19.8;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-06;25;0.1955;21.5;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-06;25;0.176;21;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-06;25;0.204;21.8;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-06;25;0.213;22;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-06;25;0.2155;21.5;;;;;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-08;27;0.215;22;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-08;27;0.2115;23.8;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-08;27;0.205;22.2;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-08;27;0.2195;22;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-08;27;0.2325;24;;;;;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-08;27;0.253;23;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-10;29;0.235;22.8;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-10;29;0.253;25.3;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-10;29;0.2485;24;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-10;29;0.273;24.5;;;;;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-10;29;0.2575;25;;;;;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-10;29;0.245;23;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-13;32;0.272;26.1;;;;;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-13;32;0.1505;19.6;;;;;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-13;32;0.159;20.8;;;;;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-13;32;0.2295;21.5;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-13;32;0.1905;20.8;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-13;32;0.2;20.5;;;;;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-15;34;0.182;24;;;;;6;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-15;34;0.1985;22;;;;;5.5;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-15;34;0.196;26;;;;;5.2;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-15;34;0.17;21.5;;;;;6.2;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-15;34;0.205;23;;;;;5.8;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-15;34;0.1925;22;;;;;5;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-17;36;0.1588;20;;;;;5.2;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-17;36;0.1678;21;;;;;5.2;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
SC;C1;P1;2023-02-09;2023-03-17;36;0.1654;19.8;;;;;6;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-17;36;0.20933;20;;;;;5;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-17;36;0.195;21;;;;;6;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
SC;C1;P2;2023-02-09;2023-03-17;36;0.20533;22.2;;;;;6;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-02-22;6;0.0064;5.8;;;;;1.8;;;;;;;;;;;;;;;;;;Feed with oatmeal 236.4g (470 ml) in 200ml of water;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-02-22;6;0.0056;6;;;;;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-02-22;6;0.0062;5.8;;;;;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-02-22;6;0.0062;6.2;;;;;1.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-02-22;6;0.0064;5.6;;;;;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-02-22;6;0.0056;6;;;;;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-02-22;6;0.0058;6;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-02-22;6;0.006;5.9;;;;;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-02-22;6;0.0052;5.8;;;;;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-02-28;12;0.0965;16.5;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-02-28;12;0.1115;15.2;;;;;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-02-28;12;0.104;15.8;;;;;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-01;13;0.1495;18;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-01;13;0.1455;17.2;;;;;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-01;13;0.1485;17.5;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-03;15;0.19333;19.5;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-03;15;0.186;20.4;;;;;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-03;15;0.178;20;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-06;18;0.2915;26;;;;;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-06;18;0.2835;24;;;;;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-06;18;0.3075;23.8;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-08;20;0.3815;25;;;;;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-08;20;0.365;23;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-08;20;0.369;25.5;;;;;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-10;22;0.4265;29;;;;;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-10;22;0.382;28.5;;;;;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-10;22;0.392;27;;;;;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-13;25;0.391;26.6;;;;;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-13;25;0.354;25;;;;;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-13;25;0.3675;27.5;;;;;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-15;27;0.385;26.8;;;;;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-15;27;0.374;26.5;;;;;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-15;27;0.335;24.8;;;;;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-17;29;0.29067;23.5;;;;;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-17;29;0.29467;23;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-17;29;0.296;22.2;;;;;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-20;32;0.2664;23;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-20;32;0.2476;26;;;;;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-20;32;0.2664;24;;;;;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-22;34;0.24352;21.5;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-22;34;0.24352;24.2;;;;;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-22;34;0.24352;22.5;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-22;30;0.2028;21;;;;;5;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-22;30;0.1896;22;;;;;4.9;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-22;30;0.2156;21.5;;;;;5;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-24;36;0.246;21.5;;;;;6;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-24;36;0.2508;24.2;;;;;6.8;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-24;36;0.2396;22.5;;;;;5.8;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-24;32;0.2008;20.5;;;;;5.2;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-24;32;0.1936;21;;;;;5.1;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-24;32;0.214;20;;;;;5;;;;;;;;;;;;;;;;;PP;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-27;39;0.26067;23;;;;;6;;;;;;;;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-27;39;0.227;23.5;;;;;6.2;;;;;;;;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-27;39;0.24;24;;;;;6;;;;;;;;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-27;35;0.1905;20;;;;;5;;;;;;;;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-27;35;0.192;21.5;;;;;5.5;;;;;;;;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-27;35;0.177;23;;;;;6;;;;;;;;;;;;;;;;;P;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-03-29;7;0.0092;7;;;;;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-03-29;7;0.0084;7.2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-03-29;7;0.01;8;;;;;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-29;41;0.2405;23.8;;;;;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-29;41;0.228;23.3;;;;;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;C1;P1;2023-02-16;2023-03-29;41;0.239;24.9;;;;;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-29;37;0.205;22.7;;;;;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-29;37;0.1935;21.6;;;;;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-29;37;0.175;23.2;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-03-31;9;0.0306;11.4;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-03-31;9;0.0266;10.6;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-03-31;9;0.026;9.4;;;;;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-31;39;0.1782;21.5;;;;;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-31;39;0.1596;21.3;;;;;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AA;C1;P1;2023-02-20;2023-03-31;39;0.1792;21.8;;;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-04-03;12;0.0289;9.5;;;;;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-04-03;12;0.0288;11;;;;;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-04-03;12;0.0245;11;;;;;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-04-05;14;0.0705;14;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-04-05;14;0.0653;12;;;;;3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-04-10;19;0.068;14.5;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-04-10;19;0.112;19.5;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-04-10;19;0.1349;19.5;;;;;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AAP;C2;P1;2023-03-22;2023-04-10;19;0.1265;19.8;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;C2;P3;2023-04-03;2023-04-10;7;0.0071;7.7;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
